Gene_symbol	GENEID	EnsembleID	Description	Chromomsome	Position	Start	End	GENE_TYPE	Source
SH2D1A	4068	ENSG00000183918	SH2 domain containing 1A [Source:HGNC Symbol;Acc:10820]	X	Xq25	123480194	123507005	oncogene	COSMIC
KCNH8	131096	ENSG00000183960	potassium voltage-gated channel, subfamily H (eag-related), member 8 [Source:HGNC Symbol;Acc:18864]	3	3p24.3	19189946	19577138	oncogene	TAG
TMPRSS2	7113	ENSG00000184012	transmembrane protease, serine 2 [Source:HGNC Symbol;Acc:11876]	21	21q22.3	42836478	42903043	oncogene	COSMIC
MAML2	-3824	ENSG00000184384	mastermind-like 2 (Drosophila) [Source:HGNC Symbol;Acc:16259]	11	11q21	95709762	96076344	oncogene	COSMIC
SS18L1	26039	ENSG00000184402	synovial sarcoma translocation gene on chromosome 18-like 1 [Source:HGNC Symbol;Acc:15592]	20	20q13.33	60718822	60757540	oncogene	COSMIC
NUTM1	256646	ENSG00000184507	NUT midline carcinoma, family member 1 [Source:HGNC Symbol;Acc:29919]	15	15q14	34635516	34649938	oncogene	COSMIC
MED12	9968	ENSG00000184634	mediator complex subunit 12 [Source:HGNC Symbol;Acc:11957]	X	Xq13.1	70338406	70362303	oncogene	COSMIC
NUTM2A	728118	ENSG00000184923	NUT family member 2A [Source:HGNC Symbol;Acc:23438]	10	10q23.2	88985205	88996665	oncogene	COSMIC
BRI3BP	-4186	ENSG00000184992	BRI3 binding protein [Source:HGNC Symbol;Acc:14251]	12	12q24.31	125478246	125515777	oncogene	uniprot
PBX1	5087	ENSG00000185630	pre-B-cell leukemia homeobox 1 [Source:HGNC Symbol;Acc:8632]	1	1q23.3	164524821	164868533	oncogene	CancerQuest
MYBL1	4603	ENSG00000185697	v-myb avian myeloblastosis viral oncogene homolog-like 1 [Source:HGNC Symbol;Acc:7547]	8	8q13.1	67474410	67526482	oncogene	PMID:19292927
TAL2	6887	ENSG00000186051	T-cell acute lymphocytic leukemia 2 [Source:HGNC Symbol;Acc:11557]	9	9q31.2	108424738	108425367	oncogene	COSMIC,CancerQuest
SLC51B	123264	ENSG00000186198	solute carrier family 51, beta subunit [Source:HGNC Symbol;Acc:29956]	15	15q22.31	65337708	65345734	oncogene	CancerQuest
MKL2	57496	ENSG00000186260	MKL/myocardin-like 2 [Source:HGNC Symbol;Acc:29819]	16	16p13.12	14165178	14360630	oncogene	CCGD
HEXIM1	10614	ENSG00000186834	hexamethylene bis-acetamide inducible 1 [Source:HGNC Symbol;Acc:24953]	17	17q21.31	43224684	43229468	oncogene	COSMIC
FGF3	-3760	ENSG00000186895	fibroblast growth factor 3 [Source:HGNC Symbol;Acc:3681]	11	11q13.3	69624992	69633792	oncogene	PMID:19292927
ZNF395	55893	ENSG00000186918	zinc finger protein 395 [Source:HGNC Symbol;Acc:18737]	8	8p21.1	28203102	28260218	oncogene	COSMIC
TEAD1	7003	ENSG00000187079	TEA domain family member 1 (SV40 transcriptional enhancer factor) [Source:HGNC Symbol;Acc:11714]	11	11p15.3	12695969	12966298	oncogene	CCGD
ENTPD5	-4690	ENSG00000187097	ectonucleoside triphosphate diphosphohydrolase 5 [Source:HGNC Symbol;Acc:3367]	14	14q24.3	74424713	74486102	oncogene	uniprot
MITF	4286	ENSG00000187098	microphthalmia-associated transcription factor [Source:HGNC Symbol;Acc:7105]	3	3p14.1	69788586	70017488	oncogene	CCGD
FNBP1	23048	ENSG00000187239	formin binding protein 1 [Source:HGNC Symbol;Acc:17069]	9	9q34.11	132649466	132805473	oncogene	COSMIC
TCL6	27004	ENSG00000187621	T-cell leukemia/lymphoma 6 (non-protein coding) [Source:HGNC Symbol;Acc:13463]	14	14q32.13	96116835	96146170	oncogene	COSMIC
ERAS	-6604	ENSG00000187682	ES cell expressed Ras [Source:HGNC Symbol;Acc:5174]	X	Xp11.23	48687283	48688548	oncogene	CCGD
FANCA	2175	ENSG00000187741	Fanconi anemia, complementation group A [Source:HGNC Symbol;Acc:3582]	16	16q24.3	89803957	89883065	oncogene	COSMIC
SEMA4D	10507	ENSG00000187764	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D [Source:HGNC Symbol;Acc:10732]	9	9q22.2	91975702	92113045	oncogene	CCGD
NUTM2B	-3459	ENSG00000188199	NUT family member 2B [Source:HGNC Symbol;Acc:23445]	10	10q22.3	81462983	81474437	oncogene	COSMIC
RALGAPA2	57186	ENSG00000188559	Ral GTPase activating protein, alpha subunit 2 (catalytic) [Source:HGNC Symbol;Acc:16207]	20	20p11.23	20370196	20693131	oncogene	CCGD
NOL3	154215	ENSG00000188580	Na+/K+ transporting ATPase interacting 2 [Source:HGNC Symbol;Acc:16443]	6	6q22.31	124125286	125146803	oncogene	CancerQuest,CCGD
FOXR2	139628	ENSG00000189299	forkhead box R2 [Source:HGNC Symbol;Acc:30469]	X	Xp11.21	55649833	55652621	oncogene	CCGD
LONP1	9361	ENSG00000196365	lon peptidase 1, mitochondrial [Source:HGNC Symbol;Acc:9479]	19	19p13.3	5691845	5720583	oncogene	COSMIC
TRRAP	8295	ENSG00000196367	transformation/transcription domain-associated protein [Source:HGNC Symbol;Acc:12347]	7	7q22.1	98475556	98610866	oncogene	COSMIC
NACA	4666	ENSG00000196531	nascent polypeptide-associated complex alpha subunit [Source:HGNC Symbol;Acc:7629]	12	12q13.3	57106212	57125412	oncogene	COSMIC
MKL1	57591	ENSG00000196588	megakaryoblastic leukemia (translocation) 1 [Source:HGNC Symbol;Acc:14334]	22	22q13.1	40806285	41032706	oncogene	COSMIC
C6orf106	64771	ENSG00000196821	chromosome 6 open reading frame 106 [Source:HGNC Symbol;Acc:21215]	6	6p21.31	34555065	34664636	oncogene	CCGD
SERTAD1	-6003	ENSG00000197019	SERTA domain containing 1 [Source:HGNC Symbol;Acc:17932]	19	19q13.2	40927499	40931932	oncogene	TAG
MAFG	4097	ENSG00000197063	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G [Source:HGNC Symbol;Acc:6781]	17	17q25.3	79876146	79885590	oncogene	PMID:19292927
SRC	6714	ENSG00000197122	v-src avian sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog [Source:HGNC Symbol;Acc:11283]	20	20q11.23	35973088	36034453	oncogene	CancerQuest
HIST1H3J	8356	ENSG00000197153	histone cluster 1, H3j [Source:HGNC Symbol;Acc:4774]	6	6p22.1	27858093	27860884	oncogene	COSMIC
SYNGAP1	8831	ENSG00000197283	synaptic Ras GTPase activating protein 1 [Source:HGNC Symbol;Acc:11497]	6	6p21.32	33387847	33421466	oncogene	uniprot
TRIM33	51592	ENSG00000197323	tripartite motif containing 33 [Source:HGNC Symbol;Acc:16290]	1	1p13.2	114935399	115053781	oncogene	COSMIC
MYO5A	4644	ENSG00000197535	myosin VA (heavy chain 12, myoxin) [Source:HGNC Symbol;Acc:7602]	15	15q21.2	52599480	52821247	oncogene	COSMIC
SIPA1L1	26037	ENSG00000197555	signal-induced proliferation-associated 1 like 1 [Source:HGNC Symbol;Acc:20284]	14	14q24.2	71787166	72207946	oncogene	CCGD
PDCD1LG2	80380	ENSG00000197646	programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:18731]	9	9p24.1	5510545	5571282	oncogene	COSMIC
TBC1D3	729873	ENSG00000197681	TBC1 domain family, member 3 [Source:HGNC Symbol;Acc:19031]	17	17q12	36337711	36358166	oncogene	uniprot
HIST4H4	121504	ENSG00000197837	histone cluster 4, H4 [Source:HGNC Symbol;Acc:20510]	12	12p12.3	14920933	14924065	oncogene	COSMIC
MDS2	259283	ENSG00000197880	myelodysplastic syndrome 2 translocation associated [Source:HGNC Symbol;Acc:29633]	1	1p36.11	23907985	23967058	oncogene	COSMIC
CD2AP	23607	ENSG00000198087	CD2-associated protein [Source:HGNC Symbol;Acc:14258]	6	6p12.3	47445525	47594999	oncogene	CCGD
CARD11	84433	ENSG00000198286	caspase recruitment domain family, member 11 [Source:HGNC Symbol;Acc:16393]	7	7p22.2	2945775	3083579	oncogene	COSMIC
PIM3	415116	ENSG00000198355	pim-3 oncogene [Source:HGNC Symbol;Acc:19310]	22	22q13.33	50354161	50357728	oncogene	uniprot
NTRK1	4914	ENSG00000198400	neurotrophic tyrosine kinase, receptor, type 1 [Source:HGNC Symbol;Acc:8031]	1	1q23.1	156785432	156851642	oncogene	COSMIC
MDM4	4194	ENSG00000198625	Mdm4 p53 binding protein homolog (mouse) [Source:HGNC Symbol;Acc:6974]	1	1q32.1	204485511	204542871	oncogene	COSMIC
ZNF521	25925	ENSG00000198795	zinc finger protein 521 [Source:HGNC Symbol;Acc:24605]	18	18q11.2	22641890	22932154	oncogene	COSMIC,Bushman Lab
SSX4B	548313	ENSG00000198946	synovial sarcoma, X breakpoint 4B [Source:HGNC Symbol;Acc:16880]	X	Xp11.23	48261524	48271344	oncogene	COSMIC
ECT2L	345930	ENSG00000203734	epithelial cell transforming sequence 2 oncogene-like [Source:HGNC Symbol;Acc:21118]	6	6q24.1	139117063	139225207	oncogene	COSMIC
BRD2	6046	ENSG00000204256	bromodomain containing 2 [Source:HGNC Symbol;Acc:1103]	6	6p21.32	32936437	32949282	oncogene	Bushman Lab
POU5F1	5460	ENSG00000204531	POU class 5 homeobox 1 [Source:HGNC Symbol;Acc:9221]	6	6p21.33	31132119	31148508	oncogene	COSMIC
TRIM27	5987	ENSG00000204713	tripartite motif containing 27 [Source:HGNC Symbol;Acc:9975]	6	6p22.1	28870779	28891766	oncogene	TAG
RANBP17	64901	ENSG00000204764	RAN binding protein 17 [Source:HGNC Symbol;Acc:14428]	5	5q35.1	170288874	170727019	oncogene	COSMIC
OLIG2	10215	ENSG00000205927	oligodendrocyte lineage transcription factor 2 [Source:HGNC Symbol;Acc:9398]	21	21q22.11	34398153	34401504	oncogene	COSMIC
PRSS50	29122	ENSG00000206549	protease, serine, 50 [Source:HGNC Symbol;Acc:17910]	3	3p21.31	46753605	46854064	oncogene	TAG
FGFR1OP	-2383	ENSG00000213066	FGFR1 oncogene partner [Source:HGNC Symbol;Acc:17012]	6	6q27	167412670	167466201	oncogene	COSMIC
MLLT1	-360	ENSG00000213190	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11 [Source:HGNC Symbol;Acc:16997]	1	1q21.3	151030234	151040970	oncogene	COSMIC
TCL1B	9623	ENSG00000213231	T-cell leukemia/lymphoma 1B [Source:HGNC Symbol;Acc:11649]	14	14q32.13	96152754	96158980	oncogene	uniprot
NRAS	4893	ENSG00000213281	neuroblastoma RAS viral (v-ras) oncogene homolog [Source:HGNC Symbol;Acc:7989]	1	1p13.2	115247090	115259515	oncogene	COSMIC
NCKIPSD	51517	ENSG00000213672	NCK interacting protein with SH3 domain [Source:HGNC Symbol;Acc:15486]	3	3p21.31	48701364	48723797	oncogene	COSMIC
GOLGA8B	440270	ENSG00000215252	golgin A8 family, member B [Source:HGNC Symbol;Acc:31973]	15	15q14	34817408	34880704	oncogene	COSMIC
LTA	4049	ENSG00000226979	lymphotoxin alpha [Source:HGNC Symbol;Acc:6709]	6	6p21.33	31539831	31542101	oncogene	PMID:19292927
LTB	4050	ENSG00000227507	lymphotoxin beta (TNF superfamily, member 3) [Source:HGNC Symbol;Acc:6711]	6	6p21.33	31548302	31550299	oncogene	PMID:19292927
TNF	7124	ENSG00000232810	tumor necrosis factor [Source:HGNC Symbol;Acc:11892]	6	6p21.33	31543344	31546113	oncogene	PMID:19292927
EIF6	3692	ENSG00000242372	eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:6159]	20	20q11.22	33866714	33872788	oncogene	CCGD
TNFRSF6B	8771	ENSG00000243509	tumor necrosis factor receptor superfamily, member 6b, decoy [Source:HGNC Symbol;Acc:11921]	20	20q13.33	62328021	62330037	oncogene	TAG
ETV5	2119	ENSG00000244405	ets variant 5 [Source:HGNC Symbol;Acc:3494]	3	3q27.2	185764097	185828107	oncogene	COSMIC
PVT1	100302185	ENSG00000249859	Pvt1 oncogene (non-protein coding) [Source:HGNC Symbol;Acc:9709]	8	8q24.21	128806779	129113499	oncogene	TAG
PTTG2	10744	ENSG00000250254	pituitary tumor-transforming 2 [Source:HGNC Symbol;Acc:9691]	4	4p14	37962056	37962746	oncogene	uniprot
MALAT1	-3735	ENSG00000251562	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:29665]	11	11q13.1	65265233	65273940	oncogene	COSMIC
HOXA10	3206	ENSG00000253293	homeobox A10 [Source:HGNC Symbol;Acc:5100]	7	7p15.2	27210210	27219880	oncogene	TAG
ATXN7L3B	552889	ENSG00000253719	ataxin 7-like 3B [Source:HGNC Symbol;Acc:37931]	12	12q21.1	74931551	74935223	oncogene	CCGD
LYN	4067	ENSG00000254087	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog [Source:HGNC Symbol;Acc:6735]	8	8q12.1	56792372	56923940	oncogene	PMID:19292927
CSNK2A3	283106	ENSG00000254598	casein kinase 2, alpha 3 polypeptide [Source:HGNC Symbol;Acc:2458]	11	11p15.3	11373489	11374904	oncogene	uniprot
C15orf65	145788	ENSG00000261652	chromosome 15 open reading frame 65 [Source:HGNC Symbol;Acc:44654]	15	15q21.3	55700746	55710962	oncogene	COSMIC
TERC	-1407	ENSG00000270141	telomerase RNA component [Source:HGNC Symbol;Acc:11727]	3	3q26.2	169482308	169482848	oncogene	TAG
BCL5								oncogene	COSMIC
C12orf9								oncogene	COSMIC
C2orf44	80304	ENSG00000163026	chromosome 2 open reading frame 44 [Source:HGNC Symbol;Acc:26157]	2	2p23.3	24272445	24252210	oncogene	COSMIC
CASC5	57082	ENSG00000137812	cancer susceptibility candidate 5 [Source:HGNC Symbol;Acc:24054]	15	15q15.1	40956540	40886218	oncogene	COSMIC
CIPC		ENSG00000198894	CLOCK-interacting pacemaker [Source:HGNC Symbol;Acc:20365]	14		77583630	77564440	oncogene	CCGD
CRLF2		ENSG00000205755	cytokine receptor-like factor 2 [Source:HGNC Symbol;Acc:14281]	X		1331616	1314890	oncogene	COSMIC
DUX4L1								oncogene	COSMIC
E2A								oncogene	CancerQuest
HLA-A		ENSG00000206505	major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:4931]	HSCHR6_MHC_QBL		29903057	29898417	oncogene	COSMIC
KIAA1598	57698	ENSG00000187164	KIAA1598 [Source:HGNC Symbol;Acc:29319]	10	10q25.3	118886097	118643742	oncogene	COSMIC
P2RY8		ENSG00000182162	purinergic receptor P2Y, G-protein coupled, 8 [Source:HGNC Symbol;Acc:15524]	X		1656000	1581465	oncogene	COSMIC
PFN1P2		ENSG00000203843	profilin 1 pseudogene 2 [Source:HGNC Symbol;Acc:24298]	1		144612683	144612266	oncogene	TAG
PTTG3P		ENSG00000213005	pituitary tumor-transforming 3, pseudogene [Source:HGNC Symbol;Acc:13422]	8		67680240	67679632	oncogene	uniprot
RNF217-AS1								oncogene	COSMIC
SHFM1	-2580	ENSG00000127922	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:10845]	7	7q21.3	96339203	96110938	oncogene	CCGD
ST8								oncogene	TAG
TOC								oncogene	TAG
TRNAD1								oncogene	COSMIC
TRNAE1								oncogene	TAG
TSPY1		ENSG00000258992	testis specific protein, Y-linked 1 [Source:HGNC Symbol;Acc:12381]	Y		9307357	9236076	oncogene	TAG
WHSC1	7468	ENSG00000109685	Wolf-Hirschhorn syndrome candidate 1 [Source:HGNC Symbol;Acc:12766]	4	4p16.3	1983934	1873151	oncogene	COSMIC, uniprot
