Gene_symbol	GENEID	EnsembleID	Description	Chromomsome	Position	Start	End	GENE_TYPE	Source
MIR107	-3483	ENSG00000198997	microRNA 107 [Source:HGNC Symbol;Acc:31496]	10	10q23.31	91352500	91352586	TSG	TSGene
MIR10A	406902	ENSG00000257178	microRNA 10a [Source:HGNC Symbol;Acc:31497]	17	17q21.32	46656992	46659621	TSG	TSGene
MIR122	406906	ENSG00000207778	microRNA 122 [Source:HGNC Symbol;Acc:31501]	18	18q21.31	56118306	56118390	TSG	TSGene
MIR1226	-1190	ENSG00000221585	microRNA 1226 [Source:HGNC Symbol;Acc:33922]	3	3p21.31	47891045	47891119	TSG	TSGene
MIR125A	406910	ENSG00000208008	microRNA 125a [Source:HGNC Symbol;Acc:31505]	19	19q13.41	52196507	52196592	TSG	TSGene
MIR125B1	406911	ENSG00000207971	microRNA 125b-1 [Source:HGNC Symbol;Acc:31506]	11	11q24.1	121970465	121970552	TSG	TSGene
MIR125B2	406912	ENSG00000207863	microRNA 125b-2 [Source:HGNC Symbol;Acc:31507]	21	21q21.1	17962557	17962645	TSG	TSGene
MIR126	-3247	ENSG00000199161	microRNA 126 [Source:HGNC Symbol;Acc:31508]	9	9q34.3	139565054	139565138	TSG	TSGene
MIR127	406914	ENSG00000207608	microRNA 127 [Source:HGNC Symbol;Acc:31509]	14	14q32.2	101349316	101349412	TSG	TSGene
MIR130A	406919	ENSG00000208009	microRNA 130a [Source:HGNC Symbol;Acc:31514]	11	11q12.1	57408671	57408759	TSG	TSGene
MIR132	406921	ENSG00000267200	microRNA 132 [Source:HGNC Symbol;Acc:31516]	17	17p13.3	1953202	1953302	TSG	TSGene
MIR133A2	-6278	ENSG00000207764	microRNA 133a-2 [Source:HGNC Symbol;Acc:31518]	20	20q13.33	61162119	61162220	TSG	TSGene
MIR134	-4768	ENSG00000207993	microRNA 134 [Source:HGNC Symbol;Acc:31519]	14	14q32.31	101521008	101521110	TSG	TSGene
MIR135A1	406925	ENSG00000207926	microRNA 135a-1 [Source:HGNC Symbol;Acc:31520]	3	3p21.1	52328235	52328324	TSG	TSGene
MIR135A2	406926	ENSG00000207586	microRNA 135a-2 [Source:HGNC Symbol;Acc:31521]	12	12q23.1	97957590	97957689	TSG	TSGene
MIR136	406927	ENSG00000207942	microRNA 136 [Source:HGNC Symbol;Acc:31522]	14	14q32.2	101351034	101351125	TSG	TSGene
MIR140	-5291	ENSG00000208017	microRNA 140 [Source:HGNC Symbol;Acc:31527]	16	16q22.1	69966984	69967083	TSG	TSGene
MIR141	406933	ENSG00000207708	microRNA 141 [Source:HGNC Symbol;Acc:31528]	12	12p13.31	7073260	7073354	TSG	TSGene
MIR142	406934	ENSG00000265206	microRNA 142 [Source:HGNC Symbol;Acc:31529]	17	17q22	56408245	56409869	TSG	TSGene
MIR143	406935	ENSG00000208035	microRNA 143 [Source:HGNC Symbol;Acc:31530]	5	5q32	148808481	148808586	TSG	TSGene
MIR145	406937	ENSG00000269936	microRNA 145 [Source:HGNC Symbol;Acc:31532]	5	5q32	148809849	148812397	TSG	TSGene
MIR146A	406938	ENSG00000253522	microRNA 146a [Source:HGNC Symbol;Acc:31533]	5	5q33.3	159895275	159914433	TSG	TSGene
MIR147A	406939	ENSG00000207814	microRNA 147a [Source:HGNC Symbol;Acc:31534]	9	9q33.2	123007257	123007328	TSG	TSGene
MIR148A	406940	ENSG00000199085	microRNA 148a [Source:HGNC Symbol;Acc:31535]	7	7p15.2	25989539	25989606	TSG	TSGene
MIR148B	-4027	ENSG00000199122	microRNA 148b [Source:HGNC Symbol;Acc:31761]	12	12q13.13	54731000	54731098	TSG	TSGene
MIR149	-1081	ENSG00000207611	microRNA 149 [Source:HGNC Symbol;Acc:31536]	2	2q37.3	241395418	241395506	TSG	TSGene
MIR150	406942	ENSG00000207782	microRNA 150 [Source:HGNC Symbol;Acc:31537]	19	19q13.33	50004042	50004125	TSG	TSGene
MIR152	-5587	ENSG00000207947	microRNA 152 [Source:HGNC Symbol;Acc:31538]	17	17q21.32	46114527	46114613	TSG	TSGene
MIR181A1	406995	ENSG00000207759	microRNA 181a-1 [Source:HGNC Symbol;Acc:31590]	1	1q32.1	198828173	198828282	TSG	TSGene
MIR181A2	406954	ENSG00000207595	microRNA 181a-2 [Source:HGNC Symbol;Acc:31549]	9	9q33.3	127454721	127454830	TSG	TSGene
MIR181B1	406955	ENSG00000207975	microRNA 181b-1 [Source:HGNC Symbol;Acc:31550]	1	1q32.1	198828002	198828111	TSG	TSGene
MIR181B2	406956	ENSG00000207737	microRNA 181b-2 [Source:HGNC Symbol;Acc:31551]	9	9q33.3	127455989	127456077	TSG	TSGene
MIR181C	406957	ENSG00000207613	microRNA 181c [Source:HGNC Symbol;Acc:31552]	19	19p13.13	13985513	13985622	TSG	TSGene
MIR182	406958	ENSG00000207990	microRNA 182 [Source:HGNC Symbol;Acc:31553]	7	7q32.2	129410223	129410332	TSG	TSGene
MIR183	406959	ENSG00000207691	microRNA 183 [Source:HGNC Symbol;Acc:31554]	7	7q32.2	129414745	129414854	TSG	TSGene
MIR185	406961	ENSG00000208023	microRNA 185 [Source:HGNC Symbol;Acc:31556]	22	22q11.21	20020662	20020743	TSG	TSGene
MIR186	-224	ENSG00000207721	microRNA 186 [Source:HGNC Symbol;Acc:31557]	1	1p31.1	71533314	71533399	TSG	TSGene
MIR187	406963	ENSG00000207797	microRNA 187 [Source:HGNC Symbol;Acc:31558]	18	18q12.2	33484781	33484889	TSG	TSGene
MIR18B	574033	ENSG00000239594	microRNA 18b [Source:HGNC Symbol;Acc:32025]	X	Xq26.2	133304064	133304146	TSG	TSGene
MIR192	406967	ENSG00000207648	microRNA 192 [Source:HGNC Symbol;Acc:31562]	11	11q13.1	64658609	64658718	TSG	TSGene
MIR193A	406968	ENSG00000207614	microRNA 193a [Source:HGNC Symbol;Acc:31563]	17	17q11.2	29887015	29887102	TSG	TSGene
MIR193B	574455	ENSG00000207639	microRNA 193b [Source:HGNC Symbol;Acc:32087]	16	16p13.12	14397824	14397906	TSG	TSGene
MIR196A2	406973	ENSG00000207924	microRNA 196a-2 [Source:HGNC Symbol;Acc:31568]	12	12q13.13	54385522	54385631	TSG	TSGene
MIR196B	442920	ENSG00000207584	microRNA 196b [Source:HGNC Symbol;Acc:31790]	7	7p15.2	27209099	27209183	TSG	TSGene
MIR199A1	406976	ENSG00000207752	microRNA 199a-1 [Source:HGNC Symbol;Acc:31571]	19	19p13.2	10928102	10928172	TSG	TSGene
MIR200A	406983	ENSG00000207607	microRNA 200a [Source:HGNC Symbol;Acc:31578]	1	1p36.33	1103243	1103332	TSG	TSGene
MIR200B	406984	ENSG00000207730	microRNA 200b [Source:HGNC Symbol;Acc:31579]	1	1p36.33	1102484	1102578	TSG	TSGene
MIR200C	406985	ENSG00000207713	microRNA 200c [Source:HGNC Symbol;Acc:31580]	12	12p13.31	7072862	7072929	TSG	TSGene
MIR204	-3106	ENSG00000207935	microRNA 204 [Source:HGNC Symbol;Acc:31582]	9	9q21.12	73424891	73425000	TSG	TSGene
MIR206	406989	ENSG00000207604	microRNA 206 [Source:HGNC Symbol;Acc:31584]	6	6p12.2	52009147	52009232	TSG	TSGene
MIR210	406992	ENSG00000199038	microRNA 210 [Source:HGNC Symbol;Acc:31587]	11	11p15.5	568089	568198	TSG	TSGene
MIR211	-4873	ENSG00000207702	microRNA 211 [Source:HGNC Symbol;Acc:31588]	15	15q13.3	31357235	31357344	TSG	TSGene
MIR214	406996	ENSG00000207949	microRNA 214 [Source:HGNC Symbol;Acc:31591]	1	1q24.3	172107938	172108047	TSG	TSGene
MIR215	406997	ENSG00000207590	microRNA 215 [Source:HGNC Symbol;Acc:31592]	1	1q41	220291195	220291304	TSG	TSGene
MIR217	406999	ENSG00000207548	microRNA 217 [Source:HGNC Symbol;Acc:31594]	2	2p16.1	56210102	56210211	TSG	TSGene
MIR222	407007	ENSG00000207725	microRNA 222 [Source:HGNC Symbol;Acc:31602]	X	Xp11.3	45606421	45606530	TSG	TSGene
MIR223	407008	ENSG00000207939	microRNA 223 [Source:HGNC Symbol;Acc:31603]	X	Xq12	65238712	65238821	TSG	TSGene
MIR23A	407010	ENSG00000207980	microRNA 23a [Source:HGNC Symbol;Acc:31605]	19	19p13.13	13947401	13947473	TSG	TSGene
MIR23B	-3143	ENSG00000207563	microRNA 23b [Source:HGNC Symbol;Acc:31606]	9	9q22.32	97847490	97847586	TSG	TSGene
MIR25	-2592	ENSG00000207547	microRNA 25 [Source:HGNC Symbol;Acc:31609]	7	7q22.1	99691183	99691266	TSG	TSGene
MIR26A1	-1158	ENSG00000199075	microRNA 26a-1 [Source:HGNC Symbol;Acc:31610]	3	3p22.2	38010895	38010971	TSG	TSGene
MIR26A2	-4044	ENSG00000207789	microRNA 26a-2 [Source:HGNC Symbol;Acc:31611]	12	12q14.1	58218392	58218475	TSG	TSGene
MIR26B	-1034	ENSG00000199121	microRNA 26b [Source:HGNC Symbol;Acc:31612]	2	2q35	219267369	219267445	TSG	TSGene
MIR27A	407018	ENSG00000207808	microRNA 27a [Source:HGNC Symbol;Acc:31613]	19	19p13.13	13947254	13947331	TSG	TSGene
MIR27B	-3144	ENSG00000207864	microRNA 27b [Source:HGNC Symbol;Acc:31614]	9	9q22.32	97847727	97847823	TSG	TSGene
MIR28	-1460	ENSG00000207651	microRNA 28 [Source:HGNC Symbol;Acc:31615]	3	3q28	188406569	188406654	TSG	TSGene
MIR296	407022	ENSG00000268649	microRNA 296 [Source:HGNC Symbol;Acc:31617]	20	20q13.32	57392187	57392780	TSG	TSGene
MIR29A	-2661	ENSG00000226380	microRNA 29a [Source:HGNC Symbol;Acc:31616]	7	7q32.3	130561495	130598069	TSG	TSGene
MIR29B1	-2662	ENSG00000265410	microRNA 29b-1 [Source:HGNC Symbol;Acc:31619]	HG1308_PATCH	7q32.3	130544646	130576964	TSG	TSGene
MIR29C	-511	NA	NA	NA	1q32.2	NA	NA	TSG	TSGene
MIR302B	442894	ENSG00000249532	microRNA 302b [Source:HGNC Symbol;Acc:31763]	4	4q25	113567632	113571207	TSG	TSGene
MIR30A	407029	ENSG00000207827	microRNA 30a [Source:HGNC Symbol;Acc:31624]	6	6q13	72113254	72113324	TSG	TSGene
MIR30C1	-155	ENSG00000207962	microRNA 30c-1 [Source:HGNC Symbol;Acc:31626]	1	1p34.2	41222956	41223044	TSG	TSGene
MIR31	407035	ENSG00000199177	microRNA 31 [Source:HGNC Symbol;Acc:31630]	9	9p21.3	21512114	21512184	TSG	TSGene
MIR320A	407037	ENSG00000208037	microRNA 320a [Source:HGNC Symbol;Acc:31632]	8	8p21.3	22102475	22102556	TSG	TSGene
MIR326	-3779	ENSG00000199090	microRNA 326 [Source:HGNC Symbol;Acc:31769]	11	11q13.4	75046136	75046230	TSG	TSGene
MIR335	-2658	ENSG00000199043	microRNA 335 [Source:HGNC Symbol;Acc:31773]	7	7q32.2	130135952	130136045	TSG	TSGene
MIR338	100422915	ENSG00000211563	microRNA 338 [Source:HGNC Symbol;Acc:31775]	17	17q25.3	79099677	79099755	TSG	TSGene
MIR33A	-6505	ENSG00000207932	microRNA 33a [Source:HGNC Symbol;Acc:31634]	22	22q13.2	42296948	42297016	TSG	TSGene
MIR340	-2052	ENSG00000198995	microRNA 340 [Source:HGNC Symbol;Acc:31777]	5	5q35.3	179442303	179442397	TSG	TSGene
MIR34A	407040	ENSG00000207865	microRNA 34a [Source:HGNC Symbol;Acc:31635]	1	1p36.22	9211727	9211836	TSG	TSGene
MIR34B	407041	ENSG00000207811	microRNA 34b [Source:HGNC Symbol;Acc:31636]	11	11q23.1	111383663	111383746	TSG	TSGene
MIR34C	407042	ENSG00000207562	microRNA 34c [Source:HGNC Symbol;Acc:31637]	11	11q23.1	111384164	111384240	TSG	TSGene
MIR367	442912	ENSG00000199169	microRNA 367 [Source:HGNC Symbol;Acc:31781]	4	4q25	113569030	113569097	TSG	TSGene
MIR370	442915	ENSG00000199005	microRNA 370 [Source:HGNC Symbol;Acc:31784]	14	14q32.2	101377476	101377550	TSG	TSGene
MIR375	494324	ENSG00000198973	microRNA 375 [Source:HGNC Symbol;Acc:31868]	2	2q35	219866362	219866431	TSG	TSGene
MIR378A	-1993	ENSG00000199047	microRNA 378a [Source:HGNC Symbol;Acc:31871]	5	5q32	149112388	149112453	TSG	TSGene
MIR383	-2781	ENSG00000199127	microRNA 383 [Source:HGNC Symbol;Acc:31876]	8	8p22	14710947	14711019	TSG	TSGene
MIR409	574413	ENSG00000199107	microRNA 409 [Source:HGNC Symbol;Acc:32055]	14	14q32.31	101531637	101531715	TSG	TSGene
MIR410	574434	ENSG00000199092	microRNA 410 [Source:HGNC Symbol;Acc:32065]	14	14q32.31	101532249	101532328	TSG	TSGene
MIR422A	494334	ENSG00000199156	microRNA 422a [Source:HGNC Symbol;Acc:31879]	15	15q22.31	64163129	64163218	TSG	TSGene
MIR449A	-1825	ENSG00000198983	microRNA 449a [Source:HGNC Symbol;Acc:27645]	5	5q11.2	54466360	54466450	TSG	TSGene
MIR449B	-1826	ENSG00000207728	microRNA 449b [Source:HGNC Symbol;Acc:32794]	5	5q11.2	54466474	54466570	TSG	TSGene
MIR483	-3588	ENSG00000207805	microRNA 483 [Source:HGNC Symbol;Acc:32340]	11	11p15.5	2155364	2155439	TSG	TSGene
MIR487B	664616	ENSG00000207754	microRNA 487b [Source:HGNC Symbol;Acc:32533]	14	14q32.31	101512792	101512875	TSG	TSGene
MIR490	574443	ENSG00000207597	microRNA 490 [Source:HGNC Symbol;Acc:32075]	7	7q33	136587914	136588041	TSG	TSGene
MIR493	574450	ENSG00000207989	microRNA 493 [Source:HGNC Symbol;Acc:32082]	14	14q32.2	101335397	101335485	TSG	TSGene
MIR494	574452	ENSG00000194717	microRNA 494 [Source:HGNC Symbol;Acc:32084]	14	14q32.31	101495971	101496051	TSG	TSGene
MIR495	574453	ENSG00000207743	microRNA 495 [Source:HGNC Symbol;Acc:32085]	14	14q32.31	101500092	101500173	TSG	TSGene
MIR502	-6618	ENSG00000272080	microRNA 502 [Source:HGNC Symbol;Acc:32136]	X	Xp11.23	49779206	49779291	TSG	TSGene
MIR503	574506	ENSG00000208005	microRNA 503 [Source:HGNC Symbol;Acc:32138]	X	Xq26.3	133680358	133680428	TSG	TSGene
MIR504	-6752	ENSG00000207800	microRNA 504 [Source:HGNC Symbol;Acc:32139]	X	Xq26.3	137749872	137749954	TSG	TSGene
MIR505	-6756	ENSG00000207633	microRNA 505 [Source:HGNC Symbol;Acc:32140]	X	Xq27.1	139006307	139006390	TSG	TSGene
MIR508	574513	ENSG00000207589	microRNA 508 [Source:HGNC Symbol;Acc:32145]	X	Xq27.3	146318431	146318545	TSG	TSGene
MIR517A	574479	ENSG00000207734	microRNA 517a [Source:HGNC Symbol;Acc:32111]	19	19q13.42	54215522	54215608	TSG	TSGene
MIR519D	574480	ENSG00000207981	microRNA 519d [Source:HGNC Symbol;Acc:32112]	19	19q13.42	54216601	54216688	TSG	TSGene
MIR520B	574473	ENSG00000207722	microRNA 520b [Source:HGNC Symbol;Acc:32105]	19	19q13.42	54204481	54204541	TSG	TSGene
MIR520C	574476	ENSG00000207738	microRNA 520c [Source:HGNC Symbol;Acc:32108]	19	19q13.42	54210707	54210793	TSG	TSGene
MIR551A	-14	ENSG00000207776	microRNA 551a [Source:HGNC Symbol;Acc:32806]	1	1p36.32	3477259	3477354	TSG	TSGene
MIR574	693159	ENSG00000207944	microRNA 574 [Source:HGNC Symbol;Acc:32830]	4	4p14	38869653	38869748	TSG	TSGene
MIR615	-4025	ENSG00000207571	microRNA 615 [Source:HGNC Symbol;Acc:32871]	12	12q13.13	54427734	54427829	TSG	TSGene
MIR636	-5679	ENSG00000207556	microRNA 636 [Source:HGNC Symbol;Acc:32892]	17	17q25.1	74732532	74732630	TSG	TSGene
MIR708	100126333	ENSG00000211997	microRNA 708 [Source:HGNC Symbol;Acc:33654]	11	11q14.1	79113066	79113153	TSG	TSGene
MIR874	-1954	ENSG00000216009	microRNA 874 [Source:HGNC Symbol;Acc:33643]	5	5q31.2	136983261	136983338	TSG	TSGene
MIR888	100126306	ENSG00000216005	microRNA 888 [Source:HGNC Symbol;Acc:33648]	X	Xq27.3	145076302	145076378	TSG	TSGene
MIR98	-6626	ENSG00000271886	microRNA 98 [Source:HGNC Symbol;Acc:31649]	X	Xp11.22	53583184	53583302	TSG	TSGene
MIR99A	407055	ENSG00000207638	microRNA 99a [Source:HGNC Symbol;Acc:31650]	21	21q21.1	17911409	17911489	TSG	TSGene
MIRLET7A1	406881	ENSG00000199165	microRNA let-7a-1 [Source:HGNC Symbol;Acc:31476]	9	9q22.32	96938234	96938325	TSG	TSGene
MIRLET7A2	406882	ENSG00000198975	microRNA let-7a-2 [Source:HGNC Symbol;Acc:31477]	11	11q24.1	122017229	122017301	TSG	TSGene
MIRLET7A3	406883	ENSG00000198986	microRNA let-7a-3 [Source:HGNC Symbol;Acc:31478]	22	22q13.31	46508629	46508702	TSG	TSGene
MIRLET7B	406884	ENSG00000207875	microRNA let-7b [Source:HGNC Symbol;Acc:31479]	22	22q13.31	46509566	46509648	TSG	TSGene
MIRLET7C	406885	ENSG00000199030	microRNA let-7c [Source:HGNC Symbol;Acc:31480]	21	21q21.1	17912143	17912236	TSG	TSGene
MIRLET7D	406886	ENSG00000199133	microRNA let-7d [Source:HGNC Symbol;Acc:31481]	9	9q22.32	96941116	96941202	TSG	TSGene
MIRLET7E	406887	ENSG00000198972	microRNA let-7e [Source:HGNC Symbol;Acc:31482]	19	19q13.41	52196039	52196117	TSG	TSGene
MIRLET7F1	406888	ENSG00000199072	microRNA let-7f-1 [Source:HGNC Symbol;Acc:31483]	9	9q22.32	96938629	96938715	TSG	TSGene
MIRLET7F2	-6627	ENSG00000208012	microRNA let-7f-2 [Source:HGNC Symbol;Acc:31484]	X	Xp11.22	53584153	53584235	TSG	TSGene
MIRLET7G	-1216	ENSG00000199150	microRNA let-7g [Source:HGNC Symbol;Acc:31485]	3	3p21.1	52302292	52302379	TSG	TSGene
MIRLET7I	406891	ENSG00000199179	microRNA let-7i [Source:HGNC Symbol;Acc:31486]	12	12q14.1	62997466	62997550	TSG	TSGene
MLH1	4292	ENSG00000076242	mutL homolog 1 [Source:HGNC Symbol;Acc:7127]	3	3p22.2	37034823	37107380	TSG	TSGene
MLH3	27030	ENSG00000119684	mutL homolog 3 [Source:HGNC Symbol;Acc:7128]	14	14q24.3	75480467	75518235	TSG	TSGene
MME	4311	ENSG00000196549	membrane metallo-endopeptidase [Source:HGNC Symbol;Acc:7154]	3	3q25.2	154741913	154901497	TSG	TSGene
MNT	4335	ENSG00000070444	MAX network transcriptional repressor [Source:HGNC Symbol;Acc:7188]	17	17p13.3	2287354	2304412	TSG	TSGene
MOB1A	-767	ENSG00000114978	MOB kinase activator 1A [Source:HGNC Symbol;Acc:16015]	2	2p13.1	74379655	74406025	TSG	TSGene
MOB1B	92597	ENSG00000173542	MOB kinase activator 1B [Source:HGNC Symbol;Acc:29801]	4	4q13.3	71768043	71888166	TSG	TSGene
MRVI1	10335	ENSG00000072952	murine retrovirus integration site 1 homolog [Source:HGNC Symbol;Acc:7237]	11	11p15.4	10594638	10715535	TSG	TSGene
MSH2	4436	ENSG00000095002	mutS homolog 2 [Source:HGNC Symbol;Acc:7325]	2	2p21	47630108	47789450	TSG	TSGene
MSMB	4477	ENSG00000138294	microseminoprotein, beta- [Source:HGNC Symbol;Acc:7372]	10	10q11.23	51549498	51562517	TSG	TSGene
MST1	4485	ENSG00000173531	macrophage stimulating 1 (hepatocyte growth factor-like) [Source:HGNC Symbol;Acc:7380]	3	3p21.31	49721380	49726934	TSG	TSGene
MST1R	4486	ENSG00000164078	macrophage stimulating 1 receptor (c-met-related tyrosine kinase) [Source:HGNC Symbol;Acc:7381]	3	3p21.31	49924435	49941299	TSG	TSGene
MT1DP	-5261	ENSG00000205361	metallothionein 1D, pseudogene [Source:HGNC Symbol;Acc:7396]	16	16q12.2	56677617	56678698	TSG	TSGene
MT1F	4494	ENSG00000198417	metallothionein 1F [Source:HGNC Symbol;Acc:7398]	16	16q12.2	56691606	56694610	TSG	TSGene
MT1G	4495	ENSG00000125144	metallothionein 1G [Source:HGNC Symbol;Acc:7399]	16	16q13	56700643	56701977	TSG	TSGene
MT1M	-5260	ENSG00000205364	metallothionein 1M [Source:HGNC Symbol;Acc:14296]	16	16q12.2	56666145	56667898	TSG	TSGene
MT2A	-5257	ENSG00000125148	metallothionein 2A [Source:HGNC Symbol;Acc:7406]	16	16q12.2	56642111	56643409	TSG	TSGene
MTAP	4507	ENSG00000099810	methylthioadenosine phosphorylase [Source:HGNC Symbol;Acc:7413]	9	9p21.3	21802542	21931646	TSG	TSGene
MTSS1	9788	ENSG00000170873	metastasis suppressor 1 [Source:HGNC Symbol;Acc:20443]	8	8q24.13	125563031	125740730	TSG	TSGene
MTUS1	57509	ENSG00000129422	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	8	8p22	17501304	17658426	TSG	TSGene
MUS81	80198	ENSG00000172732	MUS81 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:29814]	11	11q13.1	65624597	65635124	TSG	TSGene
MXI1	4601	ENSG00000119950	MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:7534]	10	10q25.2	111967363	112047123	TSG	TSGene
MYBBP1A	10514	ENSG00000132382	MYB binding protein (P160) 1a [Source:HGNC Symbol;Acc:7546]	17	17p13.2	4442192	4458926	TSG	TSGene
MYH9	4627	ENSG00000100345	myosin, heavy chain 9, non-muscle [Source:HGNC Symbol;Acc:7579]	22	22q12.3	36677327	36784063	TSG	TSGene
MYO18B	84700	ENSG00000133454	myosin XVIIIB [Source:HGNC Symbol;Acc:18150]	22	22q12.1	26138111	26427007	TSG	TSGene
MYO1A	4640	ENSG00000166866	myosin IA [Source:HGNC Symbol;Acc:7595]	12	12q13.3	57422301	57444982	TSG	TSGene
MZB1	51237	ENSG00000170476	marginal zone B and B1 cell-specific protein [Source:HGNC Symbol;Acc:30125]	5	5q31.2	138723169	138725770	TSG	TSGene
NAPEPLD	222236	ENSG00000161048	N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:21683]	7	7q22.1	102740223	102790007	TSG	TSGene
NBN	4683	ENSG00000104320	nibrin [Source:HGNC Symbol;Acc:7652]	8	8q21.3	90945564	91015456	TSG	TSGene
NCOA4	8031	ENSG00000138293	nuclear receptor coactivator 4 [Source:HGNC Symbol;Acc:7671]	10	10q11.23	51565108	51590734	TSG	TSGene
NCOA5	57727	ENSG00000124160	nuclear receptor coactivator 5 [Source:HGNC Symbol;Acc:15909]	20	20q13.12	44689624	44718591	TSG	TSGene
NDN	4692	ENSG00000182636	necdin, melanoma antigen (MAGE) family member [Source:HGNC Symbol;Acc:7675]	15	15q11.2	23930565	23932450	TSG	TSGene
NDRG1	10397	ENSG00000104419	N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:7679]	8	8q24.22	134249414	134314265	TSG	TSGene
NDRG2	57447	ENSG00000165795	NDRG family member 2 [Source:HGNC Symbol;Acc:14460]	14	14q11.2	21484922	21539031	TSG	TSGene
NDRG4	65009	ENSG00000103034	NDRG family member 4 [Source:HGNC Symbol;Acc:14466]	16	16q21	58496750	58547532	TSG	TSGene
NDST4	64579	ENSG00000138653	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 4 [Source:HGNC Symbol;Acc:20779]	4	4q26	115748919	116035032	TSG	TSGene
NEDD4	4734	ENSG00000069869	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:7727]	15	15q21.3	56119120	56285944	TSG	TSGene
NEDD4L	23327	ENSG00000049759	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:7728]	18	18q21.31	55711599	56068772	TSG	TSGene
NF1	4763	ENSG00000196712	neurofibromin 1 [Source:HGNC Symbol;Acc:7765]	17	17q11.2	29421945	29709134	TSG	TSGene
NF2	4771	ENSG00000186575	neurofibromin 2 (merlin) [Source:HGNC Symbol;Acc:7773]	22	22q12.2	29999545	30094587	TSG	TSGene
NFATC2	4773	ENSG00000101096	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 [Source:HGNC Symbol;Acc:7776]	20	20q13.2	50003494	50179370	TSG	TSGene
NFKB1	4790	ENSG00000109320	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 [Source:HGNC Symbol;Acc:7794]	4	4q24	103422486	103538459	TSG	TSGene
NGFR	4804	ENSG00000064300	nerve growth factor receptor [Source:HGNC Symbol;Acc:7809]	17	17q21.33	47572655	47592379	TSG	TSGene
NINJ1	4814	ENSG00000131669	ninjurin 1 [Source:HGNC Symbol;Acc:7824]	9	9q22.31	95883771	95896570	TSG	TSGene
NIT2	-1287	ENSG00000114021	nitrilase family, member 2 [Source:HGNC Symbol;Acc:29878]	3	3q12.2	100053545	100075710	TSG	TSGene
NME1	4830	ENSG00000239672	NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:7849]	17	17q21.33	49230897	49239789	TSG	TSGene
NNAT	4826	ENSG00000053438	neuronatin [Source:HGNC Symbol;Acc:7860]	20	20q11.23	36149617	36152092	TSG	TSGene
NOL7	-2083	ENSG00000225921	nucleolar protein 7, 27kDa [Source:HGNC Symbol;Acc:21040]	6	6p23	13615559	13632971	TSG	TSGene
NOTCH1	4851	ENSG00000148400	notch 1 [Source:HGNC Symbol;Acc:7881]	9	9q34.3	139388896	139440314	TSG	TSGene
NOTCH2	4853	ENSG00000134250	notch 2 [Source:HGNC Symbol;Acc:7882]	1	1p12	120454176	120612240	TSG	TSGene
NOTCH3	4854	ENSG00000074181	notch 3 [Source:HGNC Symbol;Acc:7883]	19	19p13.12	15270444	15311792	TSG	TSGene
NOV	4856	ENSG00000136999	nephroblastoma overexpressed [Source:HGNC Symbol;Acc:7885]	8	8q24.12	120428546	120436593	TSG	TSGene
NPAS2	4862	ENSG00000170485	neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:7895]	2	2q11.2	101436614	101613291	TSG	TSGene
NPRL2	10641	ENSG00000114388	nitrogen permease regulator-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:24969]	3	3p21.31	50384761	50388522	TSG	TSGene
NR0B2	8431	ENSG00000131910	nuclear receptor subfamily 0, group B, member 2 [Source:HGNC Symbol;Acc:7961]	1	1p36.11	27237980	27240457	TSG	TSGene
NR1I2	8856	ENSG00000144852	nuclear receptor subfamily 1, group I, member 2 [Source:HGNC Symbol;Acc:7968]	3	3q13.33	119499331	119537332	TSG	TSGene
NR2C2	-1118	ENSG00000177463	nuclear receptor subfamily 2, group C, member 2 [Source:HGNC Symbol;Acc:7972]	3	3p25.1	14989091	15095107	TSG	TSGene
NR4A1	3164	ENSG00000123358	nuclear receptor subfamily 4, group A, member 1 [Source:HGNC Symbol;Acc:7980]	12	12q13.13	52416616	52453291	TSG	TSGene
NR4A3	8013	ENSG00000119508	nuclear receptor subfamily 4, group A, member 3 [Source:HGNC Symbol;Acc:7982]	9	9q22.33	102584137	102629173	TSG	TSGene
NRBP1	29959	ENSG00000115216	nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:7993]	2	2p23.3	27650657	27665126	TSG	TSGene
NRCAM	4897	ENSG00000091129	neuronal cell adhesion molecule [Source:HGNC Symbol;Acc:7994]	7	7q31.1	107788068	108097161	TSG	TSGene
NRF1	4899	ENSG00000106459	nuclear respiratory factor 1 [Source:HGNC Symbol;Acc:7996]	7	7q32.2	129251555	129396922	TSG	TSGene
